Location_Name,Address_Line_1,City,State,Zipcode,Extended_Address,Latitude,Longitude,Score,Zone,Meeting_Name,Details,Day,Start,End,Type,SpecialInterest
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First","undefined",Fridays,10:15 AM,11:15 AM,BB,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First","undefined",Wednesdays,10:15 AM,11:15 AM,S,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First","undefined",Saturdays,10:15 AM,11:15 AM,S,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First","undefined",Mondays,10:15 AM,11:15 AM,C,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First","undefined",Thursdays,10:15 AM,11:15 AM,OD,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"First Things First","undefined",Sundays,10:15 AM,11:15 AM,T,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Metropolis Men's Meeting","undefined",Sundays,5:45 PM,7:00 PM,C,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Ninety-sixth Street Workshop","undefined",Sundays,10:00 PM,11:00 PM,T,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Ninety-sixth Street Workshop","undefined",Mondays,10:00 PM,11:00 PM,BB,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Ninety-sixth Street Workshop","undefined",Tuesdays,10:00 PM,11:00 PM,S,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Ninety-sixth Street Workshop","undefined",Wednesdays,10:00 PM,11:00 PM,BB,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Ninety-sixth Street Workshop","undefined",Thursdays,10:00 PM,11:00 PM,B,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Ninety-sixth Street Workshop","undefined",Saturdays,10:00 PM,11:00 PM,C,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Ninety-sixth Street Workshop","undefined",Fridays,11:00 PM,12:00 AM,C,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Turn It Over","undefined",Thursdays,3:30 PM,4:30 PM,B,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Turn It Over","undefined",Tuesdays,3:30 PM,4:30 PM,B,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Turn It Over","undefined",Tuesdays,4:30 PM,5:30 PM,C,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Turn It Over","undefined",Thursdays,4:30 PM,5:30 PM,C,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Turn It Over","undefined",Fridays,4:30 PM,5:30 PM,S,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"We Are Not Doctors (Westside)","undefined",Wednesdays,4:45 PM,5:45 PM,OD,undefined
"Holy Name Church",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Betw. Amsterdam Avenue & Bway.,NY 10025",40.7945161,-73.9710419,100,06,"Writing Sober","undefined",Wednesdays,6:00 PM,7:00 PM,C,undefined
"Christ & St. Stephen's Church",120 West 69th Street,New York,NY,10023,"120 West 69th Street,Basement,Betw Columbus Avenue & Bway,NY 10023",40.7756982,-73.9810333,100,06,"A Vision For You","undefined",Fridays,7:45 PM,8:45 PM,OD,undefined
"Christ & St. Stephen's Church",120 West 69th Street,New York,NY,10023,"120 West 69th Street,Basement,Betw Columbus Avenue & Bway,NY 10023",40.7756982,-73.9810333,100,06,"A Vision For You","undefined",Fridays,9:00 PM,10:00 PM,BB,undefined
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"After Eight (:I)","undefined",Tuesdays,6:30 PM,7:45 PM,C,undefined
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Clean And Dry","undefined",Sundays,5:00 PM,5:45 PM,B,undefined
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Clean And Dry","undefined",Sundays,6:00 PM,7:00 PM,OD,undefined
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only","undefined",Wednesdays,12:00 PM,1:00 PM,B,undefined
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only","undefined",Thursdays,12:00 PM,1:00 PM,B,undefined
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only","undefined",Fridays,12:00 PM,1:00 PM,B,undefined
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only","undefined",Mondays,12:00 PM,1:00 PM,B,undefined
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only","undefined",Tuesdays,12:00 PM,1:00 PM,B,undefined
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only","undefined",Wednesdays,12:30 PM,1:30 PM,BB,undefined
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only","undefined",Thursdays,12:30 PM,1:30 PM,S,undefined
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only","undefined",Fridays,12:30 PM,1:30 PM,OD,undefined
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only","undefined",Mondays,12:30 PM,1:30 PM,OD,undefined
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Fireside  (:I)  Weekday Meetings Only","undefined",Tuesdays,12:30 PM,1:30 PM,OD,undefined
"Trinity Presbyterian Church",422 West 57th Street,New York,NY,10023,"422 West 57th Street,Betw 9th and 10th Ave,NY 10023",40.7682311,-73.9868768,100,06,"Steps And Traditions On Wednesday","undefined",Wednesdays,7:00 PM,8:15 PM,S,undefined
"Phoenix House",164 West 74th Street,New York,NY,10023,"164 West 74th Street,1st floor,10023",40.7796117,-73.9801807,99.4674556213018,06,"After Eight (:Ii)","undefined",Thursdays,6:30 PM,7:30 PM,C,undefined
"Phoenix House",164 West 74th Street,New York,NY,10023,"164 West 74th Street,1st floor,10023",40.7796117,-73.9801807,99.4674556213018,06,"Routes","undefined",Saturdays,6:00 PM,7:00 PM,B,undefined
"Phoenix House",164 West 74th Street,New York,NY,10023,"164 West 74th Street,1st floor,10023",40.7796117,-73.9801807,99.4674556213018,06,"Routes","undefined",Tuesdays,7:00 PM,8:00 PM,B,undefined
"St. Gregory's Church",144 West 90th Street,New York,NY,10024,"144 West 90th Street,Basement,Betw. Columbus & Amsterdam Avenues,NY 10024",40.7898068,-73.9723737,100,06,"Amsterdam","undefined",Saturdays,1:00 PM,2:30 PM,B,undefined
"St. Gregory's Church",144 West 90th Street,New York,NY,10024,"144 West 90th Street,Basement,Betw. Columbus & Amsterdam Avenues,NY 10024",40.7898068,-73.9723737,100,06,"Amsterdam","undefined",Saturdays,2:30 PM,4:00 PM,O,undefined
"St. Gregory's Church",144 West 90th Street,New York,NY,10024,"144 West 90th Street,Basement,Betw. Columbus & Amsterdam Avenues,NY 10024",40.7898068,-73.9723737,100,06,"Amsterdam","undefined",Mondays,4:00 PM,5:30 PM,BB,undefined
"St. Gregory's Church",144 West 90th Street,New York,NY,10024,"144 West 90th Street,Basement,Betw. Columbus & Amsterdam Avenues,NY 10024",40.7898068,-73.9723737,100,06,"Amsterdam","undefined",Tuesdays,4:00 PM,5:30 PM,OD,undefined
"St. Gregory's Church",144 West 90th Street,New York,NY,10024,"144 West 90th Street,Basement,Betw. Columbus & Amsterdam Avenues,NY 10024",40.7898068,-73.9723737,100,06,"Amsterdam","undefined",Wednesdays,4:00 PM,5:30 PM,O,undefined
"St. Gregory's Church",144 West 90th Street,New York,NY,10024,"144 West 90th Street,Basement,Betw. Columbus & Amsterdam Avenues,NY 10024",40.7898068,-73.9723737,100,06,"Amsterdam","undefined",Fridays,4:00 PM,5:30 PM,S,undefined
"Hamilton House",141 West 73rd Street,New York,NY,10023,"141 West 73rd Street,Betw Columbus & Amsterdam Avenues,NY 10023",40.7789036,-73.9799533,100,06,"Ansonia","undefined",Mondays,7:00 PM,8:00 PM,C,undefined
"Hamilton House",141 West 73rd Street,New York,NY,10023,"141 West 73rd Street,Betw Columbus & Amsterdam Avenues,NY 10023",40.7789036,-73.9799533,100,06,"Hargrave","undefined",Thursdays,7:00 PM,8:00 PM,B,undefined
"Hamilton House",141 West 73rd Street,New York,NY,10023,"141 West 73rd Street,Betw Columbus & Amsterdam Avenues,NY 10023",40.7789036,-73.9799533,100,06,"Hargrave","undefined",Fridays,7:00 PM,8:00 PM,B,undefined
"Hamilton House",141 West 73rd Street,New York,NY,10023,"141 West 73rd Street,Betw Columbus & Amsterdam Avenues,NY 10023",40.7789036,-73.9799533,100,06,"Hargrave","undefined",Thursdays,8:15 PM,9:15 PM,C,undefined
"Fourth Universalist Church",4 West 76th ,New York,NY,10023,"4 West 76th ,Between Central Park West & Columbus Avenue,NY 10023",40.7788736,-73.9745891,94.0828402366864,06,"Atlantic West Step & Tradition","undefined",Fridays,7:00 PM,8:00 PM,S,undefined
"Church of the Ascension",221 West 107th Street,New York,NY,10025,"221 West 107th Street,Basement,Betw. Amsterdam Avenue & Bway,NY 10025",40.8017795,-73.9665393,100,06,"Bloomingdale","undefined",Tuesdays,6:15 PM,7:15 PM,S,undefined
"Church of the Ascension",221 West 107th Street,New York,NY,10025,"221 West 107th Street,Basement,Betw. Amsterdam Avenue & Bway,NY 10025",40.8017795,-73.9665393,100,06,"Bloomingdale","undefined",Tuesdays,7:30 PM,8:30 PM,B,undefined
"Holy Trinity Rectory",215 West 82nd Street,New York,NY,10024,"215 West 82nd Street,Betw Amsterdam Avenue & Bway,NY 10024",40.7852818734432,-73.9771060064311,100,06,"Cadillacs For Everyone","undefined",Thursdays,7:00 PM,8:00 PM,OD,undefined
"Broadway Presbyterian Church",601 West 114th Street,New York,NY,10025,"601 West 114th Street,2nd Red Door,NY 10025",40.8069051,-73.965058,100,06,"Campus Cheer","undefined",Tuesdays,12:30 PM,1:30 PM,C,undefined
"Broadway Presbyterian Church",601 West 114th Street,New York,NY,10025,"601 West 114th Street,2nd Red Door,NY 10025",40.8069051,-73.965058,100,06,"Campus Cheer","undefined",Thursdays,12:30 PM,1:30 PM,C,undefined
"Universalist Church",Central Park West & 76th Street,New York,NY,10023,"Central Park West & 76th Street,basement gymnasium,enter on 76th Street NY 10023",40.7787712,-73.9743066,100,06,"Central Park West","undefined",Tuesdays,8:15 PM,9:30 PM,C,undefined
"Universalist Church",Central Park West & 76th Street,New York,NY,10023,"Central Park West & 76th Street,basement gymnasium,enter on 76th Street NY 10023",40.7787712,-73.9743066,100,06,"Chock Full Of Sobriety","undefined",Fridays,6:30 PM,7:30 PM,C,undefined
"Universalist Church",Central Park West & 76th Street,New York,NY,10023,"Central Park West & 76th Street,basement gymnasium,enter on 76th Street NY 10023",40.7787712,-73.9743066,100,06,"Women's Westside Topic","undefined",Tuesdays,6:30 PM,7:30 PM,C,undefined
"West Side YMCA at 63rd Street",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,Downstairs in large meeting room.,Betw. Central Park West & Broadway,10023",40.7708644,-73.9806413,100,06,"Chelsea Riverside","undefined",Mondays,7:30 PM,8:45 PM,O,undefined
"West Side YMCA at 63rd Street",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,Downstairs in large meeting room.,Betw. Central Park West & Broadway,10023",40.7708644,-73.9806413,100,06,"Chelsea Riverside","undefined",Mondays,9:00 PM,10:00 PM,B,undefined
"West Side YMCA at 63rd Street",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,Downstairs in large meeting room.,Betw. Central Park West & Broadway,10023",40.7708644,-73.9806413,100,06,"Chelsea Riverside","undefined",Mondays,10:15 PM,11:15 PM,C,undefined
"Fourth Universalist Society",160 Central Park West,New York,NY,10023,"160 Central Park West,Gym basement.,76th Street,NY 10023",40.7787712,-73.9743066,100,06,"Classen Hall     (:Ii)","undefined",Sundays,6:00 PM,7:00 PM,B,undefined
"Good Shepherd Faith Church",152 West 66th Street,New York,NY,10023,"152 West 66th Street,Basement Level Chapel,Betw. Broadway & Amsterdam Avenue,NY 10023",40.7744405,-73.9838262,100,06,"Classen Hall Step Meeting  ( :I )","undefined",Sundays,6:15 PM,7:45 PM,S,undefined
"Second Presbyterian Church",3 West 95th Street,New York,NY,10025,"3 West 95th Street,Lower Level Auditorium,Betw Central Park West & Columbus Avenue,NY 10025",40.7912379,-73.9655109,100,06,"Columbus At Five","undefined",Saturdays,5:00 PM,6:00 PM,C,undefined
"Second Presbyterian Church",3 West 95th Street,New York,NY,10025,"3 West 95th Street,Lower Level Auditorium,Betw Central Park West & Columbus Avenue,NY 10025",40.7912379,-73.9655109,100,06,"Columbus At Five","undefined",Sundays,5:00 PM,6:00 PM,C,undefined
"Second Presbyterian Church",3 West 95th Street,New York,NY,10025,"3 West 95th Street,Lower Level Auditorium,Betw Central Park West & Columbus Avenue,NY 10025",40.7912379,-73.9655109,100,06,"Columbus At Five","undefined",Fridays,7:00 PM,8:00 PM,C,undefined
"All Angels Church",251 West 80th Street,New York,NY,10024,"251 West 80th Street,10024",40.7848713,-73.9800524,100,06,"Eightieth Street Beginners","undefined",Fridays,7:30 PM,8:45 PM,C,undefined
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,Columbus Avenue NY 10023",40.7769996,-73.9796679,100,06,"Fast Break","undefined",Fridays,7:00 AM,8:00 AM,C,undefined
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,Columbus Avenue NY 10023",40.7769996,-73.9796679,100,06,"Fast Break","undefined",Mondays,7:00 AM,8:00 AM,C,undefined
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,Columbus Avenue NY 10023",40.7769996,-73.9796679,100,06,"Fast Break","undefined",Tuesdays,7:00 AM,8:00 AM,C,undefined
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,Columbus Avenue NY 10023",40.7769996,-73.9796679,100,06,"Fast Break","undefined",Wednesdays,7:00 AM,8:00 AM,C,undefined
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,Columbus Avenue NY 10023",40.7769996,-73.9796679,100,06,"Fast Break","undefined",Thursdays,7:00 AM,8:00 AM,S,undefined
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,Columbus Avenue NY 10023",40.7769996,-73.9796679,100,06,"Fast Break","undefined",Fridays,8:15 AM,9:15 AM,C,undefined
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,Columbus Avenue NY 10023",40.7769996,-73.9796679,100,06,"Fast Break","undefined",Mondays,8:15 AM,9:15 AM,C,undefined
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,Columbus Avenue NY 10023",40.7769996,-73.9796679,100,06,"Fast Break","undefined",Tuesdays,8:15 AM,9:15 AM,C,undefined
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,Columbus Avenue NY 10023",40.7769996,-73.9796679,100,06,"Fast Break","undefined",Wednesdays,8:15 AM,9:15 AM,C,undefined
"Hargrave House",111 West 71st Street,New York,NY,10023,"111 West 71st Street,Columbus Avenue NY 10023",40.7769996,-73.9796679,100,06,"Fast Break","undefined",Thursdays,8:15 AM,9:15 AM,C,undefined
"West Side YMCA",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,1st Floor,Betw CPW & Bway,10023",40.7708644,-73.9806413,100,06,"Fast Break Weekend","undefined",Sundays,8:00 AM,9:00 AM,C,undefined
"West Side YMCA",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,1st Floor,Betw CPW & Bway,10023",40.7708644,-73.9806413,100,06,"Fast Break Weekend","undefined",Saturdays,8:00 AM,9:00 AM,C,undefined
"West Side YMCA",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,1st Floor,Betw CPW & Bway,10023",40.7708644,-73.9806413,100,06,"Fireside  (:Ii)  Weekend Meetings Only","undefined",Saturdays,10:30 AM,11:30 AM,S,undefined
"West Side YMCA",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,1st Floor,Betw CPW & Bway,10023",40.7708644,-73.9806413,100,06,"Fireside  (:Ii)  Weekend Meetings Only","undefined",Sundays,12:30 PM,1:30 PM,B,undefined
"West Side YMCA",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,1st Floor,Betw CPW & Bway,10023",40.7708644,-73.9806413,100,06,"Fireside  (:Ii)  Weekend Meetings Only","undefined",Saturdays,12:30 PM,1:30 PM,S,undefined
"West Side YMCA",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,1st Floor,Betw CPW & Bway,10023",40.7708644,-73.9806413,100,06,"Promises Promises","undefined",Saturdays,6:30 PM,7:30 PM,C,undefined
"West Side YMCA",5 West 63rd Street,New York,NY,10023,"5 West 63rd Street,1st Floor,Betw CPW & Bway,10023",40.7708644,-73.9806413,100,06,"Sunday Men's Topic","undefined",Sundays,10:30 AM,11:30 AM,C,undefined
"Church of St. Matthew and St. Timothy",26 West 84th Street,New York,NY,10024,"26 West 84th Street,Betw. Columbus Avenue and Central Park West 10024",40.7844228,-73.9716168,100,06,"Friday Night Step","undefined",Fridays,6:30 PM,7:45 PM,S,undefined
"Holy Name School",200 West 97th Street,New York,NY,10025,"200 West 97th Street,Basement,Amsterdam Avenue,NY 10025",40.7946604892952,-73.9699229082063,100,06,"Grupo Camino Real","undefined",Sundays,4:30 PM,5:30 PM,OD,undefined
"Holy Name School",200 West 97th Street,New York,NY,10025,"200 West 97th Street,Basement,Amsterdam Avenue,NY 10025",40.7946604892952,-73.9699229082063,100,06,"Grupo Camino Real","undefined",Thursdays,7:00 PM,8:00 PM,C,undefined
"Grace House",218 West 108th Street,New York,NY,10025,"218 West 108th Street,Main Floor,Betw. Amsterdam Avenue & Broadway,NY 10025",40.8021037,-73.9658778,100,06,"Grupo Dulces 24","undefined",Mondays,7:30 PM,8:30 PM,OD,undefined
"Grace House",218 West 108th Street,New York,NY,10025,"218 West 108th Street,Main Floor,Betw. Amsterdam Avenue & Broadway,NY 10025",40.8021037,-73.9658778,100,06,"Grupo Dulces 24","undefined",Wednesdays,7:30 PM,8:30 PM,C,undefined
"Grace House",218 West 108th Street,New York,NY,10025,"218 West 108th Street,Main Floor,Betw. Amsterdam Avenue & Broadway,NY 10025",40.8021037,-73.9658778,100,06,"Grupo Dulces 24","undefined",Fridays,7:30 PM,8:30 PM,OD,undefined
"Grace House",218 West 108th Street,New York,NY,10025,"218 West 108th Street,Main Floor,Betw. Amsterdam Avenue & Broadway,NY 10025",40.8021037,-73.9658778,100,06,"Grupo Dulces 24","undefined",Sundays,7:30 PM,8:30 PM,O,undefined
"Iglesia Metodista Grace",125 West 104th Street,New York,NY,10025,"125 West 104th Street,1st Floor,Betw. Columbus & Amsterdam Avenues,10025",40.7985878,-73.9649967,100,06,"Grupo Luz Divina","undefined",Tuesdays,7:30 PM,8:30 PM,O,undefined
"Rutgers Church",236 West 73rd Street,New York,NY,10023,"236 West 73rd Street,5th Floor,West of Broadway,NY 10023",40.7796494,-73.982239,100,06,"Lambda West","undefined",Saturdays,6:00 PM,7:00 PM,S,undefined
"Rutgers Church",236 West 73rd Street,New York,NY,10023,"236 West 73rd Street,5th Floor,West of Broadway,NY 10023",40.7796494,-73.982239,100,06,"Lambda West","undefined",Wednesdays,6:00 PM,7:00 PM,OD,undefined
"Rutgers Church",236 West 73rd Street,New York,NY,10023,"236 West 73rd Street,5th Floor,West of Broadway,NY 10023",40.7796494,-73.982239,100,06,"Lambda West","undefined",Wednesdays,7:15 PM,8:15 PM,B,undefined
"Rutgers Church",236 West 73rd Street,New York,NY,10023,"236 West 73rd Street,5th Floor,West of Broadway,NY 10023",40.7796494,-73.982239,100,06,"Lambda West","undefined",Wednesdays,8:30 PM,9:30 PM,C,undefined
"West End Presbyterian Church",165 West 105th Street,New York,NY,10025,"165 West 105th Street,Basement,Amsterdam Avenue,NY 10025",40.7996866,-73.9657282,100,06,"Manhattan Valley","undefined",Wednesdays,7:00 PM,8:00 PM,B,undefined
"Holy Name Church Rectory",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Little Room,Betw Amsterdam & Broadway,NY 10025",40.7945161,-73.9710419,100,06,"Mid-day Cheer","undefined",Fridays,1:00 PM,2:00 PM,S,undefined
"Holy Name Church Rectory",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Little Room,Betw Amsterdam & Broadway,NY 10025",40.7945161,-73.9710419,100,06,"Mid-day Cheer","undefined",Mondays,1:00 PM,2:15 PM,S,undefined
"Holy Name Church Rectory",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Little Room,Betw Amsterdam & Broadway,NY 10025",40.7945161,-73.9710419,100,06,"Mid-day Cheer","undefined",Tuesdays,1:00 PM,2:15 PM,BB,undefined
"Holy Name Church Rectory",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Little Room,Betw Amsterdam & Broadway,NY 10025",40.7945161,-73.9710419,100,06,"Mid-day Cheer","undefined",Wednesdays,1:00 PM,2:15 PM,OD,undefined
"Holy Name Church Rectory",207 West 96th Street,New York,NY,10025,"207 West 96th Street,Basement,Little Room,Betw Amsterdam & Broadway,NY 10025",40.7945161,-73.9710419,100,06,"Mid-day Cheer","undefined",Thursdays,1:00 PM,2:15 PM,C,undefined
"Advent Lutheran Church",2504 Broadway,New York,NY,10025,"2504 Broadway,Basement,93rd Street,NY 10025",40.7927534,-73.972842,100,06,"Morningside","undefined",Saturdays,6:30 PM,7:30 PM,B,undefined
"Advent Lutheran Church",2504 Broadway,New York,NY,10025,"2504 Broadway,Basement,93rd Street,NY 10025",40.7927534,-73.972842,100,06,"Morningside","undefined",Saturdays,8:00 PM,9:00 PM,OD,undefined
"Advent Lutheran Church",2504 Broadway,New York,NY,10025,"2504 Broadway,Basement,93rd Street,NY 10025",40.7927534,-73.972842,100,06,"Morningside","undefined",Saturdays,8:00 PM,9:00 PM,S,undefined
"Advent Lutheran Church",2504 Broadway,New York,NY,10025,"2504 Broadway,Basement,93rd Street,NY 10025",40.7927534,-73.972842,100,06,"Morningside","undefined",Saturdays,9:15 PM,10:15 PM,OD,undefined
"Church of Notre Dame",405 West 114th Street,New York,NY,10025,"405 West 114th Street,Merton Room,1 Block East of  Amsterdam Avenue,10025",40.7946083,-73.9358608,95.3254437869822,06,"Morningside Heights Beginners","undefined",Wednesdays,6:30 PM,7:30 PM,B,undefined
"Church of Notre Dame",405 West 114th Street,New York,NY,10025,"405 West 114th Street,Merton Room,1 Block East of  Amsterdam Avenue,10025",40.7946083,-73.9358608,95.3254437869822,06,"Morningside Heights Beginners","undefined",Fridays,6:30 PM,7:30 PM,B,undefined
"West End Collegiate Church",368 West End Ave,New York,NY,10024,"368 West End Ave,1st floor,77th Street NY 10024",40.783225,-73.9817572,100,06,"Never Too Late","undefined",Tuesdays,7:30 PM,8:30 PM,C,undefined
"West End Collegiate Church",368 West End Ave,New York,NY,10024,"368 West End Ave,1st floor,77th Street NY 10024",40.783225,-73.9817572,100,06,"Smithereens","undefined",Wednesdays,7:00 PM,8:00 PM,B,undefined
"West End Collegiate Church",368 West End Ave,New York,NY,10024,"368 West End Ave,1st floor,77th Street NY 10024",40.783225,-73.9817572,100,06,"Smithereens","undefined",Wednesdays,8:15 PM,9:15 PM,S,undefined
"St. Michael's Parish House",225 West 99th Street,New York,NY,10025,"225 West 99th Street,1st Floor,Betw. Amsterdam Avenue & Broadway,NY 10025",40.7964452,-73.9694226,100,06,"Night Light","undefined",Mondays,6:30 PM,7:30 PM,S,undefined
"Anshe Chesed Synagogue",251 West 100th Street,New York,NY,10025,"251 West 100th Street,West End Avenue NY 10025",40.7977791,-73.9709911,100,06,"Night Light Beginners","undefined",Thursdays,6:00 PM,7:00 PM,B,undefined
"Church of St. Matthew & St. Timothy",26 West 84th Street,New York,NY,10024,"26 West 84th Street,Betw. Central Park West & Columbus Avenue,NY 10024",40.7844228,-73.9716168,100,06,"Oxford  (:I)","undefined",s,12:00 AM,12:00 AM,undefined,undefined
