Location_Name,Address_Line_1,City,State,Zipcode,Extended_Address,Latitude,Longitude,Score,Zone,Meeting_Name,Details,Day,Start,End,Type,SpecialInterest
"Church of St. Matthew & St. Timothy",26 West 84th Street,New York,NY,10024,"26 West 84th Street,Betw. Central Park West & Columbus Avenue,NY 10024",40.7844228,-73.9716168,100,06,"Oxford  (:I)","undefined",Mondays,7:30 PM,8:30 PM,C,undefined
"Church of St. Matthew & St. Timothy",26 West 84th Street,New York,NY,10024,"26 West 84th Street,Betw. Central Park West & Columbus Avenue,NY 10024",40.7844228,-73.9716168,100,06,"Oxford  (:I)","undefined",Wednesdays,7:30 PM,8:30 PM,O,undefined
"Church of St. Matthew & St. Timothy",26 West 84th Street,New York,NY,10024,"26 West 84th Street,Betw. Central Park West & Columbus Avenue,NY 10024",40.7844228,-73.9716168,100,06,"Oxford  (:I)","undefined",Thursdays,7:30 PM,8:30 PM,BB,undefined
"St. Ignatius Church",552 West End Avenue,New York,NY,10024,"552 West End Avenue,Basement,Betw. Broadway & West End Avenue,Enter on 87th Street,NY 10024",40.78931,-73.9773114,100,06,"Renewal West","undefined",Sundays,7:00 PM,8:00 PM,B,undefined
"Volunteers of America",340 West 85th Street,New York,NY,10024,"340 West 85th Street,Basement,Betw. West End Avenue & Riverside Drive,NY 10024",40.7887343,-73.9798639,100,06,"Rude Awakening","undefined",Wednesdays,8:30 PM,9:30 PM,C,undefined
"Blessed Sacrament Church Rectory",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Betw Columbus Avenue & Broadway,NY 10023",40.7774259,-73.9812051,100,06,"Sober Stepping","undefined",Saturdays,6:30 PM,7:30 PM,S,undefined
"Blessed Sacrament Church Rectory",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Betw Columbus Avenue & Broadway,NY 10023",40.7774259,-73.9812051,100,06,"Way Of Life","undefined",Saturdays,10:00 AM,11:00 AM,C,undefined
"Blessed Sacrament Church Rectory",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Betw Columbus Avenue & Broadway,NY 10023",40.7774259,-73.9812051,100,06,"Way Of Life","undefined",Saturdays,11:15 AM,12:15 PM,C,undefined
"Blessed Sacrament Church Rectory",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Betw Columbus Avenue & Broadway,NY 10023",40.7774259,-73.9812051,100,06,"Westside Step","undefined",Fridays,7:00 PM,8:00 PM,S,undefined
"131 West 72nd Street",131 West 72nd Street,New York,NY,10023,"131 West 72nd Street,3rd Floor,Room #2F,Betw. Columbus & Amsterdam Avenues,NY 10023",40.7780247,-73.9798344,100,06,"Sunday West","undefined",Sundays,12:00 PM,1:00 PM,C,undefined
"Stephen Wise Free Synagogue",30 West 68th Street,New York,NY,10023,"30 West 68th Street,Check security desk for Room #,Betw Central Park West & Columbus Avenue,NY 10023",40.7740859,-73.979107,100,06,"We Agnostics Of Nyc","undefined",Thursdays,6:15 PM,7:15 PM,C,undefined
"Church of St. Paul & St. Andrew",263 West 86th Street,New York,NY,10024,"263 West 86th Street,1st Floor,Corner of West End Avenue & 86th Street NY 10024",40.7887918,-73.9772649,100,06,"West End","undefined",Thursdays,7:00 PM,8:00 PM,B,undefined
"Church of St. Paul & St. Andrew",263 West 86th Street,New York,NY,10024,"263 West 86th Street,1st Floor,Corner of West End Avenue & 86th Street NY 10024",40.7887918,-73.9772649,100,06,"West End","undefined",Thursdays,7:00 PM,8:00 PM,S,undefined
"Church of St. Paul & St. Andrew",263 West 86th Street,New York,NY,10024,"263 West 86th Street,1st Floor,Corner of West End Avenue & 86th Street NY 10024",40.7887918,-73.9772649,100,06,"West End","undefined",Tuesdays,7:00 PM,8:00 PM,B,undefined
"Church of St. Paul & St. Andrew",263 West 86th Street,New York,NY,10024,"263 West 86th Street,1st Floor,Corner of West End Avenue & 86th Street NY 10024",40.7887918,-73.9772649,100,06,"West End","undefined",Tuesdays,7:00 PM,8:00 PM,BB,undefined
"Addiction Institute",306 West 102nd Street,New York,NY,10025,"306 West 102nd Street,2nd Floor,Betw West End Avenue & Riverside Drive,NY 10025",40.7992334,-73.9710638,100,06,"Westside 11th Step Meditation Workshop","undefined",Wednesdays,7:00 PM,8:00 PM,C,undefined
"Church of St.Matthew & St. Timothy",26 West 84th Street,New York,NY,10024,"26 West 84th Street,Stanford Room,blue door,Betw. Columbus Avenue & Central Park West,NY 10024",40.7844228,-73.9716168,100,06,"Westside Young People","undefined",Saturdays,7:00 PM,8:00 PM,B,undefined
"Goddard Riverside Community Center",595 Columbus Avenue,New York,NY,10024,"595 Columbus Avenue,88th Street,Ground Level,Art Room 10024",40.7879892,-73.9707609,100,06,"Without A Prayer","undefined",Saturdays,5:00 PM,6:00 PM,OD,undefined
"Trinity Halfway House",306 West 102nd Street,New York,NY,10025,"306 West 102nd Street,2nd Floor,Betw. Riverside Drive & West End Avenue,NY 10025",40.7992334,-73.9710638,100,06,"Women Living Sober","undefined",Wednesdays,9:00 AM,10:00 AM,C,undefined
"Trinity Halfway House",306 West 102nd Street,New York,NY,10025,"306 West 102nd Street,2nd Floor,Betw. Riverside Drive & West End Avenue,NY 10025",40.7992334,-73.9710638,100,06,"Women Living Sober","undefined",Saturdays,9:00 AM,10:00 AM,C,undefined
"Blessed Sacrament (Rectory)",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Between Broadway and Columbus Avenue,10023",40.7774259,-73.9812051,100,06,"Women's Beginning Literature","undefined",Thursdays,12:00 PM,1:00 PM,C,undefined
"Blessed Sacrament (Rectory)",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Between Broadway and Columbus Avenue,10023",40.7774259,-73.9812051,100,06,"Women's Beginning Literature","undefined",Mondays,12:00 PM,1:15 PM,C,undefined
"Blessed Sacrament (Rectory)",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Between Broadway and Columbus Avenue,10023",40.7774259,-73.9812051,100,06,"Women's Beginning Literature","undefined",Wednesdays,12:30 PM,1:30 PM,B,undefined
"Blessed Sacrament (Rectory)",152 West 71st Street,New York,NY,10023,"152 West 71st Street,Between Broadway and Columbus Avenue,10023",40.7774259,-73.9812051,100,06,"Women's Tell It Like It Is","undefined",Mondays,12:00 PM,1:15 PM,C,undefined
"152 west 71st street",152 west 71st street,New York,NY,,"152 west 71st street,Between Broadway and Columbuis Avenues",40.7774259,-73.9812051,97.3372781065089,06,"Women's Eleventh Step Meeting","undefined",Mondays,12:00 PM,1:00 PM,OD,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"4 The Grace","undefined",Sundays,4:00 PM,5:00 PM,BB,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"4 The Grace","undefined",Mondays,4:00 PM,5:00 PM,BB,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"4 The Grace","undefined",Tuesdays,4:00 PM,5:00 PM,BB,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"4 The Grace","undefined",Wednesdays,4:00 PM,5:00 PM,BB,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"4 The Grace","undefined",Thursdays,4:00 PM,5:00 PM,BB,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"4 The Grace","undefined",Fridays,4:00 PM,5:00 PM,BB,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"4 The Grace","undefined",Saturdays,4:00 PM,5:00 PM,BB,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Beginners","undefined",Mondays,1:30 PM,2:30 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Beginners","undefined",Tuesdays,1:30 PM,2:30 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Beginners","undefined",Wednesdays,1:30 PM,2:30 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Beginners","undefined",Thursdays,1:30 PM,2:30 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Beginners","undefined",Fridays,1:30 PM,2:30 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Beginners","undefined",Saturdays,1:30 PM,2:30 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Beginners","undefined",Sundays,2:45 PM,3:45 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Beginners","undefined",Mondays,2:45 PM,3:45 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Beginners","undefined",Tuesdays,2:45 PM,3:45 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Beginners","undefined",Wednesdays,2:45 PM,3:45 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Beginners","undefined",Thursdays,2:45 PM,3:45 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Beginners","undefined",Fridays,2:45 PM,3:45 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Beginners","undefined",Saturdays,2:45 PM,3:45 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"D.i.v.a.  (Divinely Inspired Vivacious Alcoholics)","undefined",Saturdays,12:00 PM,1:00 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Forty-five Solutions","undefined",Saturdays,10:30 PM,11:30 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Forty-five Solutions","undefined",Sundays,10:30 PM,11:30 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Forty-five Solutions","undefined",Mondays,10:30 PM,11:30 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Forty-five Solutions","undefined",Tuesdays,10:30 PM,11:30 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Forty-five Solutions","undefined",Wednesdays,10:30 PM,11:30 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Forty-five Solutions","undefined",Thursdays,10:30 PM,11:30 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Forty-five Solutions","undefined",Fridays,10:30 PM,11:30 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Joe And Charlie Cd Meeting","undefined",Mondays,9:15 PM,10:15 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Promises","undefined",Thursdays,9:15 PM,10:15 PM,S,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Saturdays,5:30 PM,6:30 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Wednesdays,5:30 PM,6:30 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Sundays,5:30 PM,6:30 PM,S,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Thursdays,5:30 PM,6:30 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Mondays,5:30 PM,6:30 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Fridays,5:30 PM,6:30 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Tuesdays,5:30 PM,6:30 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Saturdays,6:45 PM,7:45 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Wednesdays,6:45 PM,7:45 PM,OD,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Sundays,6:45 PM,7:45 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Mondays,6:45 PM,7:45 PM,OD,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Fridays,6:45 PM,7:45 PM,OD,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Tuesdays,6:45 PM,7:45 PM,OD,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Thursdays,6:45 PM,7:45 PM,OD,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Tuesdays,8:00 PM,9:00 PM,BB,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Saturdays,8:00 PM,9:00 PM,O,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Sundays,8:00 PM,9:00 PM,BB,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Thursdays,8:00 PM,9:00 PM,O,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Mondays,8:00 PM,9:00 PM,O,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Fridays,8:00 PM,9:00 PM,S,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Rainbow Room","undefined",Wednesdays,8:00 PM,9:00 PM,C,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Saturday Rotating 12 Step","undefined",Saturdays,9:15 PM,10:15 PM,S,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Sunday Night Beginners","undefined",Sundays,9:15 PM,10:15 PM,B,undefined
"46th Street Club House",252 West 46th Street,New York,NY,10036,"252 West 46th Street,3rd Floor,Betw Broadway & 8th Avenue,10036",40.7593831,-73.9872329,100,04,"Young People's Meeting","undefined",Fridays,9:15 PM,10:15 PM,BB,undefined
"303 West 42nd Street",303 West 42nd Street,New York,NY,10036,"303 West 42nd Street,Room #404,Betw 8th & 9th Avenues,10036",40.7575385,-73.9901368,100,04,"42nd At 9:00pm","undefined",Mondays,9:15 PM,10:15 PM,BB,undefined
"303 West 42nd Street",303 West 42nd Street,New York,NY,10036,"303 West 42nd Street,Room #404,Betw 8th & 9th Avenues,10036",40.7575385,-73.9901368,100,04,"42nd At 9:00pm","undefined",Wednesdays,9:15 PM,10:15 PM,C,undefined
