Location_Name,Address_Line_1,City,State,Zipcode,Extended_Address,Latitude,Longitude,Score,Zone,Meeting_Name,Day,Start,End,Type
"J.H. Holmes Community House",28 East 35th Street,New York,NY,10016,"28 East 35th Street,upstairs,through red door,1st room on right NY 10016",40.7496065,-73.9854965,94.792899408284,05,"Empire State",Wednesdays,12:15 PM,1:15 PM,S
"J.H. Holmes Community House",28 East 35th Street,New York,NY,10016,"28 East 35th Street,upstairs,through red door,1st room on right NY 10016",40.7496065,-73.9854965,94.792899408284,05,"Empire State",Fridays,12:15 PM,1:15 PM,B
"Cathedral High School ",350 East 56th Street,New York,NY,10022,"350 East 56th Street,56th Street & First Avenue,3rd Floor Library NY 10022",40.757654,-73.963834,100,05,"Gotham",Sundays,5:30 PM,6:30 PM,B
"Cathedral High School ",350 East 56th Street,New York,NY,10022,"350 East 56th Street,56th Street & First Avenue,3rd Floor Library NY 10022",40.757654,-73.963834,100,05,"Gotham",Sundays,5:30 PM,6:30 PM,S
"Cathedral High School ",350 East 56th Street,New York,NY,10022,"350 East 56th Street,56th Street & First Avenue,3rd Floor Library NY 10022",40.757654,-73.963834,100,05,"Gotham",Tuesdays,5:45 PM,6:45 PM,OD
"Soldiers, Sailors, Marines & Airmen's Club",283 Lexington Avenue,New York,NY,10016,"283 Lexington Avenue,2nd Floor,Betw 36th & 37th Streets,NY 10016",40.7479969,-73.9783809,100,05,"Grand Central",Mondays,5:30 PM,6:30 PM,B
"Soldiers, Sailors, Marines & Airmen's Club",283 Lexington Avenue,New York,NY,10016,"283 Lexington Avenue,2nd Floor,Betw 36th & 37th Streets,NY 10016",40.7479969,-73.9783809,100,05,"Grand Central",Tuesdays,5:30 PM,6:30 PM,S
"Soldiers, Sailors, Marines & Airmen's Club",283 Lexington Avenue,New York,NY,10016,"283 Lexington Avenue,2nd Floor,Betw 36th & 37th Streets,NY 10016",40.7479969,-73.9783809,100,05,"Grand Central",Fridays,5:30 PM,6:30 PM,C
"Soldiers, Sailors, Marines & Airmen's Club",283 Lexington Avenue,New York,NY,10016,"283 Lexington Avenue,2nd Floor,Betw 36th & 37th Streets,NY 10016",40.7479969,-73.9783809,100,05,"Grand Central",Wednesdays,5:30 PM,6:30 PM,BB
"Soldiers, Sailors, Marines & Airmen's Club",283 Lexington Avenue,New York,NY,10016,"283 Lexington Avenue,2nd Floor,Betw 36th & 37th Streets,NY 10016",40.7479969,-73.9783809,100,05,"Grand Central",Thursdays,5:30 PM,6:30 PM,OD
"St. Peter's Lutheran Church @ CitiCorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level 2 in The Studio,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"Life Line",Mondays,5:30 PM,6:30 PM,B
"St. Peter's Lutheran Church @ CitiCorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level 2 in The Studio,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"Life Line",Fridays,5:30 PM,6:30 PM,OD
"St. Peter's Lutheran Church @ CitiCorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level 2 in The Studio,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"Rebellion Dogs",Tuesdays,7:30 AM,8:30 AM,C
"St. Peter's Lutheran Church @ CitiCorp Center",619 Lexington Avenue,New York,NY,10022,"619 Lexington Avenue,Lower Level 2 in The Studio,Enter on 54th Street,Betw. Lexington & 3rd Avenues,NY 10022",40.7588016,-73.9704542,100,05,"Silkworth Women's",Thursdays,12:30 PM,1:30 PM,C
"Saint Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Basement Hall,elevator is available.,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Lunch Bunch",Mondays,12:30 PM,1:30 PM,B
"Saint Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Basement Hall,elevator is available.,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Lunch Bunch",Tuesdays,12:30 PM,1:30 PM,C
"Saint Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Basement Hall,elevator is available.,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Lunch Bunch",Wednesdays,12:30 PM,1:30 PM,S
"Saint Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Basement Hall,elevator is available.,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Lunch Bunch",Thursdays,12:30 PM,1:30 PM,C
"Saint Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Basement Hall,elevator is available.,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Lunch Bunch",Fridays,12:30 PM,1:30 PM,B
"MUSTARD SEED",122 East 37TH St.,New York,NY,10016,"122 East 37TH St.,Btw. Park and Lexington 10016",40.7483929,-73.9787906,100,05,"Lunchtime Express At The Mustard Seed",Wednesdays,12:30 PM,1:15 PM,O
"Mustard Seed",122 East 37th Street,New York,NY,10016,"122 East 37th Street,Betw. Park & Lexington Avenues,NY 10016",40.7483929,-73.9787906,100,05,"Meditation Saturday Night",Saturdays,7:30 PM,8:30 PM,Eleventh
"St. Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Monday Men",Mondays,6:15 PM,7:15 PM,B
"St. Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Monday Men",Thursdays,6:15 PM,7:15 PM,S
"St. Agnes Church",141 East 43rd Street,New York,NY,10017,"141 East 43rd Street,Betw. Lexington & 3rd Avenues,NY 10017",40.7518754,-73.9747248,100,05,"Monday Men",Mondays,7:15 PM,8:15 PM,C
"Church of the Incarnation",209 Madison Avenue,New York,NY,10016,"209 Madison Avenue,2nd Floor,Enter through side door @ 35th Street NY 10016",40.7486487,-73.9821254,100,05,"Murray Hill",Mondays,6:15 PM,7:15 PM,B
"The New York New Church",114 East 35th Street,New York,NY,10016,"114 East 35th Street,2nd Floor,Betw. Park & Lexington Avenues,NY 10016",40.7473169,-73.9800724,100,05,"Saturday Step",Saturdays,10:00 AM,11:00 AM,S
"ALL SAINTS CHURCH",230 East 60th Street,New York,NY,10022,"230 East 60th Street,Basement,Betw 2nd & 3rd Avenues,NY 10022",40.7615607,-73.9649474,100,05,"Serenity East",Tuesdays,7:30 AM,8:30 AM,BB
"ALL SAINTS CHURCH",230 East 60th Street,New York,NY,10022,"230 East 60th Street,Basement,Betw 2nd & 3rd Avenues,NY 10022",40.7615607,-73.9649474,100,05,"Serenity East",Fridays,6:30 PM,7:30 PM,S
"ALL SAINTS CHURCH",230 East 60th Street,New York,NY,10022,"230 East 60th Street,Basement,Betw 2nd & 3rd Avenues,NY 10022",40.7615607,-73.9649474,100,05,"Serenity East",Fridays,8:00 PM,9:00 PM,B
"Caron Foundation",244 East 58th Street,New York,NY,10022,"244 East 58th Street,Between 2nd and 3rd Avenues,10022",40.7600925,-73.9653811,100,05,"Serenity East (:I)",Tuesdays,5:30 PM,6:30 PM,BB
"Caron Foundation",244 East 58th Street,New York,NY,10022,"244 East 58th Street,Between 2nd and 3rd Avenues,10022",40.7600925,-73.9653811,100,05,"Tudor",Thursdays,6:15 PM,7:15 PM,OD
"St. Bartholomew's Church",325 Park Avenue,New York,NY,10022,"325 Park Avenue,Betw. East 50th & 51st Streets,NY 10022",40.7574552,-73.9733937,100,05,"St. Bart's Twelve-thirties",Fridays,12:30 PM,1:30 PM,BB
"St. Bartholomew's Church",325 Park Avenue,New York,NY,10022,"325 Park Avenue,Betw. East 50th & 51st Streets,NY 10022",40.7574552,-73.9733937,100,05,"St. Bart's Twelve-thirties",Mondays,12:30 PM,1:30 PM,C
"St. Bartholomew's Church",325 Park Avenue,New York,NY,10022,"325 Park Avenue,Betw. East 50th & 51st Streets,NY 10022",40.7574552,-73.9733937,100,05,"St. Bart's Twelve-thirties",Wednesdays,12:30 PM,1:30 PM,S
"CHURCH OF THE GOOD SHEPARD",236 EAST 31st STREET,New York,NY,10016,"236 EAST 31st STREET,basement,BETWEEN 2nd and 3rd AVENUES 10016",40.74314,-73.9781525,100,05,"Straight 12",Saturdays,6:00 PM,7:00 PM,C
"CHURCH OF THE GOOD SHEPARD",236 EAST 31st STREET,New York,NY,10016,"236 EAST 31st STREET,basement,BETWEEN 2nd and 3rd AVENUES 10016",40.74314,-73.9781525,100,05,"Straight 12",Saturdays,7:15 PM,8:15 PM,B
"CHURCH OF THE GOOD SHEPARD",236 EAST 31st STREET,New York,NY,10016,"236 EAST 31st STREET,basement,BETWEEN 2nd and 3rd AVENUES 10016",40.74314,-73.9781525,100,05,"Straight 12",Saturdays,8:30 PM,9:30 PM,OD
"Conservative Synagogue",308 East 55th Street,New York,NY,10022,"308 East 55th Street,Betw 1st & 2nd Avenues,NY 10022",40.7576943,-73.9657436,100,05,"Templeton",Wednesdays,6:15 PM,7:15 PM,OD
"The Caron Foundation",244 East 58th Street,New York,NY,10022,"244 East 58th Street,Betw. 2nd & 3rd Avenues,NY 10022",40.7600925,-73.9653811,100,05,"Trafalgar",Tuesdays,6:45 PM,7:45 PM,OD
"109 East 50th Street",109 East 50th Street,New York,NY,10022,"109 East 50th Street,Between Park & Lexington,NY 10022",40.7569178,-73.97309,100,05,"Women's Eleventh Step",Wednesdays,5:45 PM,7:15 PM,S
"University Settlement",273 Bowery,New York,NY,10002,"273 Bowery,Downstairs,@ Houston Street,NY 10002",40.7236736,-73.9924832,100,02,"A.a. On The Bowery",Fridays,6:00 PM,7:00 PM,C
"Manhattan Seventh-Day Adventist Church",232 West 11th Street,New York,NY,10014,"232 West 11th Street,Off 7th Avenue,NY 10014",40.736193,-74.0028632,100,02,"After Five",Thursdays,6:15 PM,7:15 PM,S
"Manhattan Seventh-Day Adventist Church",232 West 11th Street,New York,NY,10014,"232 West 11th Street,Off 7th Avenue,NY 10014",40.736193,-74.0028632,100,02,"Together We Can",Tuesdays,6:45 PM,8:00 PM,S
"Seventh Day Adventist Church",232 West 11th Street,New York,NY,10014,"232 West 11th Street,between Waverly and West 4th Streets,10014",40.736193,-74.0028632,100,02,"Artists In Recovery (A.r.t.)",Sundays,6:30 PM,7:45 PM,B
"Seventh Day Adventist Church",232 West 11th Street,New York,NY,10014,"232 West 11th Street,between Waverly and West 4th Streets,10014",40.736193,-74.0028632,100,02,"Primetime Nyc (I)",Thursdays,6:30 PM,7:45 PM,OD
"Seventh Day Adventist Church",232 West 11th Street,New York,NY,10014,"232 West 11th Street,between Waverly and West 4th Streets,10014",40.736193,-74.0028632,100,02,"Primetime Nyc (I)",Tuesdays,6:30 PM,7:45 PM,S
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Bagels And Big Book",Sundays,10:30 AM,12:00 PM,OD
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Mondays,12:00 AM,1:15 AM,S
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Sundays,12:00 AM,1:15 AM,S
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Wednesdays,12:00 AM,1:15 AM,B
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Saturdays,12:00 AM,1:15 AM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Tuesdays,12:00 AM,1:15 AM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Fridays,12:00 AM,1:15 AM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Thursdays,12:00 AM,1:15 AM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Saturdays,2:00 AM,3:15 AM,OD
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Tuesdays,2:00 AM,3:15 AM,OD
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Fridays,2:00 AM,3:15 AM,OD
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Mondays,2:00 AM,3:15 AM,OD
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Thursdays,2:00 AM,3:15 AM,OD
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Sundays,2:00 AM,3:15 AM,OD
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Wednesdays,2:00 AM,3:15 AM,OD
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Saturdays,12:30 PM,1:30 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Tuesdays,12:30 PM,1:30 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Mondays,12:30 PM,1:30 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Thursdays,12:30 PM,1:30 PM,S
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Wednesdays,12:30 PM,1:30 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Fridays,12:30 PM,1:30 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Sundays,12:30 PM,1:30 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Tuesdays,5:15 PM,6:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Fridays,5:15 PM,6:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Thursdays,5:15 PM,6:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Sundays,5:15 PM,6:15 PM,S
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Wednesdays,5:15 PM,6:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Mondays,5:15 PM,6:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Wednesdays,6:30 PM,7:30 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Saturdays,6:30 PM,7:30 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Tuesdays,6:30 PM,7:30 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Fridays,6:30 PM,7:30 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Mondays,6:30 PM,7:30 PM,B
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Thursdays,6:30 PM,7:30 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Sundays,6:30 PM,7:30 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Sundays,8:00 PM,9:15 PM,BB
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Wednesdays,8:00 PM,9:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Saturdays,8:00 PM,9:15 PM,O
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Tuesdays,8:00 PM,9:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Mondays,8:00 PM,9:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Fridays,8:00 PM,9:15 PM,S
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Thursdays,8:00 PM,9:15 PM,B
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Sundays,10:00 PM,11:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Wednesdays,10:00 PM,11:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Saturdays,10:00 PM,11:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Tuesdays,10:00 PM,11:15 PM,S
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Mondays,10:00 PM,11:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Fridays,10:00 PM,11:15 PM,B
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Midnite",Thursdays,10:00 PM,11:15 PM,C
"220 West Houston Street",220 West Houston Street,New York,NY,10014,"220 West Houston Street,2nd Floor,Betw. 6th Avenue & Varick Street,10014",40.7286385,-74.0045871,100,02,"Women Into Action",Saturdays,4:45 PM,5:45 PM,C
"Golden Bridge Yoga Center",253 Center Street,New York,NY,10013,"253 Center Street,3rd Floor,@ Broome Street,10013",40.7206323,-73.9979756,100,02,"Center Meeting",Mondays,5:15 PM,6:15 PM,OD
"University Settlement (The Chinatown YMCA)",273 Bowery,New York,NY,10002,"273 Bowery,@ Houston Street,NY 10002",40.7236736,-73.9924832,100,02,"East Village Sober Agnostics",Fridays,6:45 PM,8:00 PM,OD
"University Settlement (The Chinatown YMCA)",273 Bowery,New York,NY,10002,"273 Bowery,@ Houston Street,NY 10002",40.7236736,-73.9924832,100,02,"The Captain's Table",Thursdays,7:00 PM,8:00 PM,BB
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7326,-74.0067,100,02,"Greenwich Village",Mondays,7:15 PM,8:15 PM,B
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7326,-74.0067,100,02,"Greenwich Village",Tuesdays,7:15 PM,8:15 PM,BB
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7326,-74.0067,100,02,"Greenwich Village",Wednesdays,7:15 PM,8:15 PM,OD
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7326,-74.0067,100,02,"Greenwich Village",Fridays,8:00 PM,9:00 PM,S
"St. Luke's Episcopal School",487 Hudson Street,New York,NY,10014,"487 Hudson Street,Basement,South of Christopher Street,behind church,NY 10014",40.7326,-74.0067,100,02,"Greenwich Village",Mondays,8:30 PM,9:30 PM,S
"St. Augustine's Church",292 Henry Street,New York,NY,10002,"292 Henry Street,Basement,A la isquierda de la iglesia,NY 10002",40.7137143,-73.983033,100,02,"Grupo Central",Sundays,3:00 PM,4:00 PM,O
"St. Augustine's Church",292 Henry Street,New York,NY,10002,"292 Henry Street,Basement,A la isquierda de la iglesia,NY 10002",40.7137143,-73.983033,100,02,"Grupo Central",Tuesdays,7:30 PM,8:30 PM,C
"St. Augustine's Church",292 Henry Street,New York,NY,10002,"292 Henry Street,Basement,A la isquierda de la iglesia,NY 10002",40.7137143,-73.983033,100,02,"Grupo Central",Fridays,8:00 PM,9:00 PM,O
"Manhattan Church of The Seventh-day Adventist",232 West 11th Street,New York,NY,10014,"232 West 11th Street,Between Waverly Place and West 4th Street 10014",40.736193,-74.0028632,100,02,"Happy, Joyous And Free",s,12:00 AM,12:00 AM,undefined
"Manhattan Church of The Seventh-day Adventist",232 West 11th Street,New York,NY,10014,"232 West 11th Street,Between Waverly Place and West 4th Street 10014",40.736193,-74.0028632,100,02,"Happy, Joyous And Free",Mondays,7:00 PM,8:00 PM,C
"Manhattan Church of The Seventh-day Adventist",232 West 11th Street,New York,NY,10014,"232 West 11th Street,Between Waverly Place and West 4th Street 10014",40.736193,-74.0028632,100,02,"Wednesday Focus",Wednesdays,6:15 PM,7:15 PM,C
"Church of Saint Theresa Rectory",141 Henry Street,New York,NY,10002,"141 Henry Street,1st Floor,Betw Henry & Rutgers Streets,10002",40.7134487,-73.9906625,100,02,"Lower East Side",Tuesdays,7:00 PM,8:00 PM,C
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,100,02,"New Group",Sundays,12:30 PM,1:30 PM,O
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,100,02,"New Group",Wednesdays,6:30 PM,7:30 PM,B
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,100,02,"New Group",Fridays,7:30 PM,8:30 PM,B
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,100,02,"Ten Plus",Tuesdays,8:00 PM,9:00 PM,C
"St. John's Lutheran Church",83 Christopher Street,New York,NY,10014,"83 Christopher Street,Red Door,Left of Church,West of 7th Avenue,Enter Left,Red Door,Ring Buzzer,NY 10014",40.7335702,-74.0037456,100,02,"West Village Women",Thursdays,6:30 PM,7:45 PM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop",Wednesdays,7:30 AM,8:30 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop",Tuesdays,7:30 AM,8:30 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop",Mondays,7:30 AM,8:30 AM,C
"50 Perry Street",50 Perry Street,New York,NY,10014,"50 Perry Street,Ground Floor,Betw. 7th Avenue South & West 4th Street,NY 10014",40.7354854,-74.0031569,100,02,"Perry Street Workshop",Sundays,7:30 AM,8:30 AM,OD
